loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,monthly_payment,remaining_balance,open_date,status,credit_score,annual_income,debt_to_income_ratio
LOAN-1496,CUST-01459,Student,52273.67,18.21,48,1541.28,4356.14,2021-04-06,Active,644,21369.46,0.523
LOAN-1497,CUST-01448,Student,38248.65,14.65,48,1057.71,12749.55,2022-04-07,Active,598,59307.79,0.312
LOAN-1498,CUST-00018,Mortgage,50985.54,17.86,48,1493.97,5310.99,2021-05-03,Active,588,23850.79,0.174
LOAN-1499,CUST-01247,Auto,25411.78,11.7,12,2254.24,0.0,2022-08-19,Closed,707,28951.76,0.73
LOAN-1500,CUST-00637,Mortgage,13774.04,6.92,24,616.2,0.0,2022-01-22,Closed,537,49683.08,0.267
LOAN-1501,CUST-01382,Mortgage,27476.78,5.65,60,526.74,14196.34,2022-07-07,Active,714,33363.85,0.399
LOAN-1502,CUST-00017,Personal,40152.29,6.57,12,3466.29,0.0,2021-11-21,Closed,502,67387.6,0.111
LOAN-1503,CUST-00640,Student,99309.91,9.97,24,4581.27,0.0,2021-05-12,Closed,653,131833.9,0.531
LOAN-1504,CUST-00696,Student,23860.71,4.81,48,547.44,10439.06,2022-09-30,Active,803,147161.59,0.182
LOAN-1505,CUST-00120,Business,12503.52,8.54,12,1090.79,0.0,2021-10-24,Closed,779,33038.17,0.251
LOAN-1506,CUST-00052,Student,17544.97,12.4,24,829.18,0.0,2021-03-13,Closed,622,86411.92,0.233
LOAN-1507,CUST-01464,Student,33364.79,10.5,360,305.2,30028.31,2021-12-12,Active,704,71199.03,0.405
LOAN-1508,CUST-01195,Student,36231.52,14.15,120,565.83,25362.06,2021-12-24,Active,802,27483.08,0.075
LOAN-1509,CUST-01038,Student,25666.79,14.29,60,601.09,11550.06,2022-03-03,Active,727,62983.64,0.276
LOAN-1510,CUST-00888,Student,36370.67,12.48,120,531.96,25459.47,2021-12-02,Active,650,41797.65,0.209
LOAN-1511,CUST-00055,Student,32726.31,7.03,48,784.13,6817.98,2021-10-26,Active,684,50702.05,0.223
LOAN-1512,CUST-01035,Student,98798.18,15.14,36,3431.65,0.0,2021-12-02,Closed,669,59470.51,0.229
LOAN-1513,CUST-01403,Mortgage,46783.48,12.54,48,1244.43,30409.26,2022-05-22,Defaulted,609,46098.43,0.166
LOAN-1514,CUST-00871,Student,36278.77,7.19,120,424.79,26604.43,2022-04-22,Active,810,30387.73,0.272
LOAN-1515,CUST-01189,Auto,25924.19,16.01,12,2352.25,0.0,2022-03-31,Closed,606,56124.11,0.317
LOAN-1516,CUST-01435,Personal,113334.46,5.02,12,9703.32,0.0,2021-08-20,Closed,751,55935.56,0.209
LOAN-1517,CUST-00405,Auto,22052.57,17.95,60,559.39,11026.28,2022-06-08,Active,782,131564.4,0.084
LOAN-1518,CUST-00104,Student,64147.52,11.22,36,2106.8,7127.5,2022-04-12,Active,759,80039.11,0.096
LOAN-1519,CUST-01413,Business,150380.62,15.54,120,2476.13,110279.12,2022-04-21,Active,553,28454.31,0.434
LOAN-1520,CUST-00300,Personal,43690.96,6.75,36,1344.06,12136.38,2022-10-09,Active,731,101135.73,0.368
LOAN-1521,CUST-01398,Personal,59607.24,18.24,12,5471.6,0.0,2021-12-04,Closed,701,26321.86,0.307
LOAN-1522,CUST-00921,Auto,61738.87,10.0,60,1311.77,34985.36,2022-10-18,Active,708,25558.09,0.274
LOAN-1523,CUST-00833,Auto,10718.87,18.14,120,194.11,7860.5,2022-04-08,Late,711,70442.94,0.43
LOAN-1524,CUST-01346,Student,149201.19,6.41,24,6640.29,0.0,2021-03-13,Closed,671,50586.37,0.428
LOAN-1525,CUST-00559,Mortgage,31377.5,13.81,24,1503.71,0.0,2021-10-23,Closed,637,70911.43,0.506
LOAN-1526,CUST-00225,Business,25262.36,7.27,24,1134.16,0.0,2022-11-14,Closed,547,22732.6,0.476
LOAN-1527,CUST-00412,Auto,75025.76,4.1,48,1697.37,35949.84,2022-11-12,Active,726,75220.27,0.272
LOAN-1528,CUST-00835,Business,154703.3,15.02,48,4307.08,19337.91,2021-06-27,Active,647,76335.68,0.143
LOAN-1529,CUST-00847,Mortgage,10984.35,9.22,36,350.43,1830.72,2022-06-22,Active,713,113344.99,0.095
LOAN-1530,CUST-01250,Mortgage,28318.44,13.23,36,957.3,0.0,2021-07-31,Closed,617,75872.69,0.508
LOAN-1531,CUST-00816,Auto,35677.08,3.86,120,358.84,22000.87,2021-02-03,Active,699,40754.52,0.317
LOAN-1532,CUST-00162,Personal,109869.43,7.85,360,794.72,71415.13,2021-09-24,Defaulted,496,51543.54,0.556
LOAN-1533,CUST-01184,Personal,56858.14,5.74,120,623.84,36957.79,2022-05-08,Defaulted,495,38090.32,0.463
LOAN-1534,CUST-00468,Business,33246.34,6.72,48,791.81,11774.75,2022-05-15,Active,620,31776.18,0.275
LOAN-1535,CUST-01063,Personal,13439.73,6.06,60,260.2,4927.9,2021-10-31,Active,684,51346.69,0.344
LOAN-1536,CUST-01128,Business,85863.31,16.35,360,1178.92,78469.52,2022-05-22,Active,556,61196.34,0.498
LOAN-1537,CUST-00962,Personal,10670.85,6.47,24,475.2,0.0,2022-10-23,Closed,746,45164.93,0.337
LOAN-1538,CUST-01182,Student,8016.13,12.72,60,181.24,3740.86,2022-04-29,Active,739,61122.65,0.627
LOAN-1539,CUST-00353,Auto,12311.11,6.39,36,376.71,0.0,2021-06-23,Closed,729,75473.37,0.344
LOAN-1540,CUST-01095,Personal,20311.55,4.18,36,601.31,2821.05,2022-05-02,Active,584,140837.1,0.044
LOAN-1541,CUST-00281,Auto,76310.41,18.37,120,1393.23,51509.53,2021-09-15,Active,810,41405.08,0.512
LOAN-1542,CUST-00251,Student,119506.82,13.91,120,1849.08,83654.77,2021-12-15,Active,737,248764.02,0.461
LOAN-1543,CUST-00807,Mortgage,39995.31,12.59,24,1893.76,0.0,2021-09-14,Closed,638,45529.74,0.173
LOAN-1544,CUST-01302,Auto,29648.2,6.38,120,334.84,22730.29,2022-08-28,Active,668,63313.85,0.273
LOAN-1545,CUST-01091,Auto,11720.43,5.73,12,1007.28,0.0,2021-08-09,Closed,645,20137.04,0.117
LOAN-1546,CUST-01449,Student,59031.58,13.7,24,2825.92,0.0,2022-06-02,Closed,796,40376.72,0.178
LOAN-1547,CUST-01369,Student,226466.43,13.47,24,10816.69,0.0,2022-02-12,Closed,754,125595.0,0.393
LOAN-1548,CUST-00364,Business,45248.94,8.54,120,561.99,32428.41,2022-02-19,Late,709,104790.02,0.362
LOAN-1549,CUST-01286,Auto,79290.71,6.96,120,919.0,51538.96,2021-07-03,Defaulted,597,189352.88,0.322
LOAN-1550,CUST-00603,Mortgage,199369.86,3.68,360,915.41,176663.85,2021-07-04,Active,730,44934.06,0.39
LOAN-1551,CUST-01312,Auto,14262.83,5.14,360,77.79,13153.5,2022-08-19,Active,645,98145.1,0.109
LOAN-1552,CUST-00989,Auto,57372.47,9.91,12,5041.55,0.0,2021-05-12,Closed,640,44761.01,0.382
LOAN-1553,CUST-00116,Student,11853.56,6.74,24,529.32,0.0,2021-05-21,Closed,701,68417.66,0.332
LOAN-1554,CUST-01376,Mortgage,35535.75,13.47,48,961.65,8883.94,2021-12-07,Active,712,55386.19,0.56
LOAN-1555,CUST-01380,Student,39384.73,11.67,120,557.57,30523.17,2022-09-24,Active,722,139080.64,0.294
LOAN-1556,CUST-01208,Auto,21767.22,14.5,12,1959.54,0.0,2021-12-03,Closed,600,22739.43,0.425
LOAN-1557,CUST-01490,Mortgage,24799.05,11.46,360,244.83,22250.26,2021-11-07,Active,579,93077.36,0.602
LOAN-1558,CUST-00642,Student,14968.82,5.41,36,451.39,0.0,2021-08-25,Closed,831,66791.9,0.418
LOAN-1559,CUST-01042,Business,11662.17,15.19,60,278.61,4859.24,2022-01-31,Active,630,140922.51,0.124
LOAN-1560,CUST-00797,Student,15981.31,5.06,60,302.03,7990.65,2022-06-22,Active,792,75327.9,0.23
LOAN-1561,CUST-00512,Personal,39185.57,17.2,36,1400.98,6530.93,2022-06-13,Active,560,177175.88,0.257
LOAN-1562,CUST-00765,Business,21408.11,12.05,60,476.75,11774.46,2022-09-10,Active,748,32310.85,0.239
LOAN-1563,CUST-00792,Mortgage,79521.11,7.15,120,929.47,60966.18,2022-08-06,Active,771,83292.78,0.509
LOAN-1564,CUST-01018,Mortgage,44975.78,11.14,48,1165.48,12180.94,2022-01-07,Active,762,156298.22,0.295
LOAN-1565,CUST-01002,Business,62515.01,15.14,36,2171.39,0.0,2021-06-14,Closed,602,24529.8,0.473
LOAN-1566,CUST-00435,Mortgage,37947.04,12.93,36,1277.31,0.0,2021-07-08,Closed,685,41858.16,0.382
LOAN-1567,CUST-00641,Mortgage,36846.79,18.35,48,1089.13,8444.06,2021-11-01,Active,687,87928.46,0.09
LOAN-1568,CUST-01382,Auto,24466.65,17.09,36,873.4,679.63,2022-01-01,Active,714,33363.85,0.399
LOAN-1569,CUST-00027,Personal,33399.97,10.92,48,861.94,7654.16,2021-11-03,Active,575,65917.43,0.335
LOAN-1570,CUST-01490,Mortgage,46940.93,9.3,48,1174.83,30511.6,2022-04-09,Defaulted,579,93077.36,0.602
LOAN-1571,CUST-00576,Student,39826.65,17.21,60,994.3,23232.21,2022-11-01,Active,757,85839.67,0.152
LOAN-1572,CUST-00713,Student,16201.34,9.57,360,137.06,15121.25,2022-12-01,Late,579,64185.14,0.468
LOAN-1573,CUST-00883,Mortgage,32706.15,10.14,36,1057.49,21259.0,2022-08-20,Defaulted,585,56061.76,0.365
LOAN-1574,CUST-01070,Auto,22484.32,8.71,12,1963.26,0.0,2022-05-26,Closed,716,76082.48,0.337
LOAN-1575,CUST-00019,Student,34539.72,3.84,120,347.08,21299.49,2021-02-03,Active,661,77867.56,0.272
LOAN-1576,CUST-00717,Mortgage,64976.46,12.56,60,1463.82,16244.11,2021-03-25,Active,628,91361.89,0.184
LOAN-1577,CUST-01030,Auto,48450.91,5.86,120,534.5,32300.61,2021-08-02,Active,810,53631.36,0.372
LOAN-1578,CUST-01162,Business,33419.83,6.68,36,1027.02,7426.63,2022-08-12,Late,663,31273.93,0.4
LOAN-1579,CUST-00405,Personal,42126.07,3.54,12,3578.18,0.0,2022-04-14,Closed,782,131564.4,0.084
LOAN-1580,CUST-00471,Mortgage,17950.42,7.29,24,806.05,0.0,2021-11-02,Closed,638,62687.33,0.272
LOAN-1581,CUST-00279,Mortgage,106277.53,5.5,36,3209.15,0.0,2021-06-11,Closed,635,21268.51,0.593
LOAN-1582,CUST-00214,Student,35355.42,11.46,120,496.27,22097.14,2021-03-01,Active,768,42026.89,0.299
LOAN-1583,CUST-00498,Auto,41622.78,10.15,120,553.51,31910.8,2022-08-25,Late,717,80226.04,0.56
LOAN-1584,CUST-01490,Mortgage,71640.27,12.33,120,1041.54,51342.19,2022-02-28,Late,579,93077.36,0.602
LOAN-1585,CUST-00170,Mortgage,86400.72,15.91,12,7835.53,0.0,2022-10-15,Closed,775,70484.32,0.166
LOAN-1586,CUST-00655,Mortgage,28481.5,8.16,60,579.69,18512.98,2022-02-17,Defaulted,525,53623.3,0.678
LOAN-1587,CUST-00861,Student,9928.91,5.06,24,435.86,0.0,2022-11-30,Closed,797,26325.13,0.296
LOAN-1588,CUST-00929,Mortgage,28121.51,7.05,48,674.06,2929.32,2021-05-17,Active,683,58380.61,0.29
LOAN-1589,CUST-00030,Business,211213.1,16.7,120,3630.78,137288.52,2021-06-29,Active,558,63042.92,0.438
LOAN-1590,CUST-00941,Student,32795.01,4.58,360,167.73,29333.31,2021-10-01,Active,677,58820.62,0.552
LOAN-1591,CUST-00456,Auto,47984.28,4.73,24,2099.34,0.0,2021-03-25,Closed,682,175684.67,0.207
LOAN-1592,CUST-00777,Mortgage,11655.53,13.03,120,174.24,9033.04,2022-09-27,Active,724,63183.91,0.384
LOAN-1593,CUST-01471,Business,49448.49,9.17,36,1576.36,0.0,2021-03-31,Closed,524,61217.09,0.289
LOAN-1594,CUST-00557,Auto,32831.69,13.24,36,1110.03,0.0,2021-08-12,Closed,794,95007.17,0.429
LOAN-1595,CUST-01284,Auto,100618.03,9.26,120,1288.79,70432.62,2021-12-03,Active,643,57418.97,0.242
LOAN-1596,CUST-00388,Personal,175908.85,14.04,48,4810.5,114340.75,2022-11-10,Defaulted,663,54026.06,0.615
LOAN-1597,CUST-00038,Personal,24844.28,8.26,48,609.56,9834.19,2022-07-29,Active,807,165029.18,0.705
LOAN-1598,CUST-00307,Auto,27294.38,15.39,12,2468.57,0.0,2021-09-09,Closed,735,95211.4,0.234
LOAN-1599,CUST-01038,Business,32439.32,7.39,36,1007.43,1802.18,2022-02-05,Active,727,62983.64,0.276
LOAN-1600,CUST-01461,Student,63829.93,11.13,360,614.15,57269.63,2021-11-03,Active,607,224329.45,0.667
LOAN-1601,CUST-00539,Personal,26779.48,5.34,12,2296.7,0.0,2022-10-26,Closed,705,108106.8,0.298
LOAN-1602,CUST-00498,Personal,13949.17,18.0,120,251.34,9066.96,2022-02-17,Defaulted,717,80226.04,0.56
LOAN-1603,CUST-01457,Student,25219.62,7.32,12,2185.89,0.0,2021-10-07,Closed,487,50096.31,0.392
LOAN-1604,CUST-01285,Personal,98370.45,6.04,360,592.31,86074.14,2021-03-20,Active,703,103669.59,0.209
LOAN-1605,CUST-01349,Student,96636.79,11.45,24,4524.25,0.0,2021-07-05,Closed,748,70986.33,0.259
LOAN-1606,CUST-00366,Business,115766.47,8.32,120,1424.22,83930.69,2022-03-21,Late,654,111123.15,0.527
LOAN-1607,CUST-00262,Business,47267.17,14.29,24,2275.91,0.0,2021-05-19,Closed,850,73277.44,0.319
LOAN-1608,CUST-00737,Personal,16543.47,4.21,360,81.0,14567.44,2021-05-28,Active,623,75941.55,0.408
LOAN-1609,CUST-00772,Mortgage,203136.12,12.03,360,2094.18,183951.04,2022-02-07,Active,691,39270.34,0.41
LOAN-1610,CUST-00116,Mortgage,13522.68,8.34,360,102.45,11832.35,2021-03-24,Active,701,68417.66,0.332
LOAN-1611,CUST-01247,Business,58670.25,13.59,36,1993.55,0.0,2021-11-21,Closed,707,28951.76,0.73
LOAN-1612,CUST-01126,Mortgage,73337.59,11.0,48,1895.45,47669.43,2022-04-02,Defaulted,602,92052.57,0.34
LOAN-1613,CUST-01265,Auto,60406.78,4.69,12,5162.69,0.0,2022-05-21,Closed,661,89140.61,0.179
LOAN-1614,CUST-01222,Student,29242.61,15.93,36,1027.07,5686.06,2022-07-03,Active,614,61922.53,0.257
LOAN-1615,CUST-00076,Personal,51089.38,4.42,360,256.44,45412.78,2021-08-03,Active,615,41776.73,0.153
LOAN-1616,CUST-00162,Business,25254.42,11.24,60,552.12,12206.3,2022-05-10,Active,496,51543.54,0.556
LOAN-1617,CUST-01445,Business,27481.49,8.68,24,1251.45,0.0,2021-02-22,Closed,791,179656.93,0.083
LOAN-1618,CUST-01379,Auto,10329.77,5.09,12,884.73,0.0,2022-10-17,Closed,595,127768.9,0.23
LOAN-1619,CUST-00873,Student,70062.25,14.84,24,3391.76,0.0,2021-10-19,Closed,741,50243.4,0.501
LOAN-1620,CUST-01371,Student,175080.88,13.35,36,5928.73,53496.94,2022-11-01,Active,678,32184.85,0.284
LOAN-1621,CUST-00634,Auto,11534.02,16.92,360,163.69,10124.31,2021-04-27,Active,586,68460.45,0.171
LOAN-1622,CUST-01252,Personal,12108.09,11.74,12,1074.32,0.0,2022-04-10,Closed,586,60677.74,0.076
LOAN-1623,CUST-00410,Mortgage,43592.44,7.41,36,1354.19,0.0,2021-05-03,Closed,805,104433.38,0.252
LOAN-1624,CUST-00795,Personal,47889.83,7.01,36,1478.92,31128.39,2022-06-20,Defaulted,598,75594.53,0.413
LOAN-1625,CUST-00607,Auto,80217.93,7.25,60,1597.89,29413.24,2021-10-31,Active,630,40405.26,0.534
LOAN-1626,CUST-00530,Mortgage,68850.48,4.39,36,2044.71,0.0,2021-07-26,Closed,527,153525.53,0.332
LOAN-1627,CUST-00421,Mortgage,130538.69,6.76,36,4016.35,0.0,2021-12-11,Closed,716,263331.38,0.246
LOAN-1628,CUST-01480,Mortgage,45565.98,14.47,36,1567.76,0.0,2021-10-15,Closed,658,162521.83,0.379
LOAN-1629,CUST-00398,Business,47676.77,5.83,60,917.96,26222.22,2022-09-01,Active,821,36342.17,0.293
LOAN-1630,CUST-00615,Student,18077.93,9.93,24,833.62,0.0,2021-10-28,Closed,786,91129.22,0.234
LOAN-1631,CUST-01479,Personal,26997.11,8.89,24,1231.99,0.0,2021-04-29,Closed,567,24251.64,0.416
LOAN-1632,CUST-00849,Mortgage,33051.24,14.05,360,392.92,30388.78,2022-07-27,Active,647,66243.3,0.424
LOAN-1633,CUST-00156,Auto,33988.55,16.96,12,3099.27,0.0,2021-09-20,Closed,768,56336.43,0.599
LOAN-1634,CUST-00070,Business,100043.86,4.49,36,2975.55,22231.97,2022-08-19,Active,752,78293.53,0.383
LOAN-1635,CUST-00024,Mortgage,29076.36,14.2,60,679.57,15992.0,2022-09-07,Active,778,81297.21,0.605
LOAN-1636,CUST-00037,Personal,107933.5,7.61,120,1287.39,68357.88,2021-04-19,Active,654,36635.9,0.52
LOAN-1637,CUST-00528,Personal,260547.11,7.73,24,11751.78,0.0,2021-07-31,Closed,652,54136.68,0.562
LOAN-1638,CUST-01149,Mortgage,10644.08,12.28,120,154.44,6741.25,2021-04-17,Active,817,61597.0,0.442
LOAN-1639,CUST-01023,Mortgage,32183.22,6.8,120,370.37,24942.0,2022-09-29,Active,639,79619.99,0.254
LOAN-1640,CUST-00113,Business,71963.77,10.74,48,1850.87,19490.19,2022-01-08,Active,702,49443.84,0.099
LOAN-1641,CUST-01343,Business,88363.9,17.85,360,1320.9,79772.97,2022-01-19,Active,756,54663.72,0.63
LOAN-1642,CUST-00808,Mortgage,38831.42,16.47,360,536.93,33977.49,2021-03-12,Active,723,33536.53,0.124
LOAN-1643,CUST-01277,Mortgage,21441.34,9.0,24,979.54,0.0,2022-01-22,Closed,714,76600.73,0.128
LOAN-1644,CUST-01062,Business,38804.72,8.95,48,964.74,18593.93,2022-11-19,Active,588,100361.85,0.396
LOAN-1645,CUST-00547,Student,39123.54,8.78,24,1783.4,0.0,2022-04-18,Closed,792,51211.26,0.444
LOAN-1646,CUST-01052,Student,54689.73,14.67,360,677.11,35548.32,2022-02-20,Defaulted,659,23558.0,0.533
LOAN-1647,CUST-00871,Student,56012.52,17.81,24,2791.24,0.0,2021-04-23,Closed,810,30387.73,0.272
LOAN-1648,CUST-00146,Business,172305.68,8.58,24,7838.58,0.0,2021-09-30,Closed,618,50319.41,0.242
LOAN-1649,CUST-00135,Auto,51570.58,15.02,60,1227.4,24066.27,2022-04-28,Active,793,64905.82,0.172
LOAN-1650,CUST-00865,Student,11821.25,15.5,36,412.69,656.74,2022-02-24,Active,762,33864.45,0.338
LOAN-1651,CUST-01153,Auto,9189.28,5.46,12,788.61,0.0,2021-07-17,Closed,814,41329.97,0.674
LOAN-1652,CUST-01233,Business,16598.33,16.65,360,231.93,15307.35,2022-08-12,Active,668,69816.36,0.355
LOAN-1653,CUST-00356,Student,54020.92,4.65,24,2361.51,0.0,2021-11-10,Closed,563,33990.82,0.075
LOAN-1654,CUST-01310,Business,36907.45,15.79,36,1293.73,0.0,2021-02-28,Closed,659,88332.17,0.351
LOAN-1655,CUST-01375,Business,17107.27,11.48,36,563.97,3801.62,2022-08-18,Active,654,139880.49,0.093
LOAN-1656,CUST-01494,Business,68200.81,13.29,36,2307.49,0.0,2021-10-09,Closed,648,136571.3,0.43
LOAN-1657,CUST-00289,Personal,100313.06,13.72,48,2727.13,39707.25,2022-07-28,Active,840,64771.35,0.637
LOAN-1658,CUST-01242,Student,89149.69,14.17,24,4287.5,0.0,2022-11-03,Closed,593,85811.27,0.45
LOAN-1659,CUST-00020,Student,52649.67,7.66,48,1276.95,4387.47,2021-04-13,Late,615,31812.48,0.295
LOAN-1660,CUST-01087,Business,27292.0,13.9,36,931.45,0.0,2021-04-07,Closed,789,39040.58,0.389
LOAN-1661,CUST-01338,Business,56289.18,8.31,60,1149.71,17824.91,2021-07-29,Active,796,100903.66,0.485
LOAN-1662,CUST-00979,Student,13590.51,10.8,360,127.38,12420.22,2022-05-03,Active,752,51207.46,0.048
LOAN-1663,CUST-00835,Auto,12873.41,15.63,60,310.53,5793.03,2022-03-22,Active,647,76335.68,0.143
LOAN-1664,CUST-00317,Student,17581.3,12.1,360,182.2,11427.84,2022-02-14,Defaulted,561,108157.82,0.625
LOAN-1665,CUST-01330,Business,109138.33,11.06,12,9648.88,0.0,2021-12-29,Closed,755,61626.77,0.157
LOAN-1666,CUST-01247,Personal,25837.08,9.37,48,647.51,10227.18,2022-07-16,Late,707,28951.76,0.73
LOAN-1667,CUST-00133,Student,38966.49,12.02,360,401.41,36044.0,2022-09-09,Active,746,106328.48,0.543
LOAN-1668,CUST-00433,Student,2826.23,7.67,120,33.8,1837.05,2021-12-24,Defaulted,630,20000.0,0.564
LOAN-1669,CUST-01354,Personal,21604.62,4.68,12,1846.35,0.0,2021-05-26,Closed,671,77810.88,0.335
LOAN-1670,CUST-00606,Business,49692.13,14.31,12,4468.96,0.0,2021-12-04,Closed,850,152902.85,0.75
LOAN-1671,CUST-01107,Student,30202.01,11.73,120,428.61,23658.24,2022-10-18,Active,628,42068.31,0.303
LOAN-1672,CUST-00759,Mortgage,58520.41,11.45,36,1928.38,0.0,2021-12-20,Closed,698,184093.28,0.584
LOAN-1673,CUST-01481,Student,35115.31,11.31,360,342.66,32384.12,2022-08-01,Active,720,143353.71,0.328
LOAN-1674,CUST-01293,Business,24157.65,16.6,60,595.2,8857.81,2021-10-26,Active,787,153737.95,0.222
LOAN-1675,CUST-00293,Business,18937.68,16.76,120,326.26,11836.05,2021-03-11,Active,707,26196.11,0.427
LOAN-1676,CUST-00005,Mortgage,4317.0,11.01,360,41.14,3849.32,2021-09-13,Active,630,50999.36,0.632
LOAN-1677,CUST-01446,Student,23180.08,5.67,60,444.59,6181.35,2021-04-18,Active,643,106693.95,0.191
LOAN-1678,CUST-01416,Auto,32285.79,17.35,48,937.46,14797.65,2022-10-19,Active,740,43676.58,0.532
LOAN-1679,CUST-00201,Auto,15013.19,4.76,120,157.48,11009.67,2022-04-20,Active,698,135930.55,0.325
LOAN-1680,CUST-01043,Business,51870.59,17.37,24,2573.83,0.0,2021-07-23,Closed,605,20000.0,0.29
LOAN-1681,CUST-00543,Mortgage,60769.49,16.49,48,1737.51,5064.12,2021-04-10,Active,798,26537.28,0.411
LOAN-1682,CUST-00259,Business,75584.9,13.31,60,1731.81,42831.44,2022-10-14,Active,745,52433.88,0.772
LOAN-1683,CUST-01183,Personal,69136.45,17.6,12,6325.28,0.0,2022-01-09,Closed,609,44263.89,0.091
LOAN-1684,CUST-00277,Student,63072.57,15.55,48,1772.99,19710.18,2022-03-05,Active,676,130094.03,0.3
LOAN-1685,CUST-00624,Business,26346.53,15.66,120,435.77,17125.24,2021-08-01,Defaulted,836,42214.43,0.551
LOAN-1686,CUST-00496,Personal,24027.77,14.08,36,822.15,0.0,2021-02-09,Closed,715,120853.09,0.235
LOAN-1687,CUST-00766,Business,20764.35,8.36,12,1809.72,0.0,2021-02-04,Closed,564,49792.31,0.449
LOAN-1688,CUST-01007,Auto,18021.16,17.25,360,260.58,16319.16,2022-02-16,Active,635,72097.26,0.524
LOAN-1689,CUST-00515,Auto,59753.07,15.08,48,1665.4,22407.4,2022-06-08,Active,850,47968.9,0.189
LOAN-1690,CUST-01216,Personal,17057.12,15.93,36,599.09,2369.04,2022-05-13,Active,752,216893.79,0.52
LOAN-1691,CUST-00858,Personal,82115.2,13.67,48,2230.35,53374.88,2021-06-14,Defaulted,619,46814.33,0.65
LOAN-1692,CUST-00653,Mortgage,6731.14,5.14,120,71.86,5272.73,2022-10-12,Active,753,106475.6,0.524
LOAN-1693,CUST-01498,Business,106647.6,10.23,360,954.09,93316.65,2021-03-24,Active,741,96333.38,0.348
LOAN-1694,CUST-01025,Student,100330.19,14.87,12,9049.48,0.0,2022-10-18,Closed,711,53771.03,0.516
LOAN-1695,CUST-01033,Student,15631.28,4.62,120,162.91,11723.46,2022-06-08,Active,508,66051.57,0.042
LOAN-1696,CUST-00212,Student,40658.84,3.73,36,1195.53,0.0,2021-02-27,Closed,749,114936.75,0.554
LOAN-1697,CUST-00551,Auto,9738.28,7.45,120,115.34,6329.88,2021-06-03,Active,721,47234.55,0.363
LOAN-1698,CUST-01081,Auto,16431.82,17.69,360,243.49,14971.21,2022-04-08,Active,713,43811.23,0.317
LOAN-1699,CUST-00509,Auto,14603.31,6.4,48,345.64,4563.53,2022-03-27,Active,659,34090.85,0.252
LOAN-1700,CUST-00054,Student,17689.13,12.21,60,395.36,9729.02,2022-09-28,Active,625,46048.02,0.474
LOAN-1701,CUST-00780,Mortgage,40334.79,18.28,48,1190.74,19327.09,2022-11-20,Late,696,98654.51,0.32
LOAN-1702,CUST-00147,Auto,72065.64,12.94,360,793.81,66660.72,2022-09-02,Active,682,51416.05,0.366
LOAN-1703,CUST-00261,Business,10124.32,5.37,60,192.78,5399.64,2022-08-31,Active,731,47121.4,0.208
LOAN-1704,CUST-00276,Mortgage,16232.9,12.46,48,431.15,2029.11,2021-06-13,Active,691,55704.08,0.353
LOAN-1705,CUST-01330,Student,96315.05,7.61,12,8360.94,0.0,2021-03-26,Closed,755,61626.77,0.157
LOAN-1706,CUST-00085,Personal,19285.5,13.25,36,652.13,3214.25,2022-06-01,Active,693,65732.65,0.248
LOAN-1707,CUST-00576,Personal,21908.71,8.13,12,1907.12,0.0,2021-03-11,Closed,757,85839.67,0.152
LOAN-1708,CUST-00483,Personal,15806.71,4.41,12,1348.9,0.0,2021-03-28,Closed,649,82659.34,0.185
LOAN-1709,CUST-00818,Business,94638.88,13.89,48,2580.93,61515.27,2021-08-22,Defaulted,649,31154.97,0.385
LOAN-1710,CUST-00498,Student,27564.35,5.81,12,2369.96,0.0,2021-12-08,Closed,717,80226.04,0.56
LOAN-1711,CUST-01238,Business,25025.13,12.12,360,259.73,22592.13,2022-01-29,Active,850,92357.94,0.332
LOAN-1712,CUST-01493,Auto,266415.93,5.45,12,22862.17,0.0,2022-11-21,Closed,707,140907.29,0.33
LOAN-1713,CUST-00430,Personal,22654.42,9.09,60,471.26,5286.03,2021-02-24,Active,728,44704.62,0.127
LOAN-1714,CUST-00800,Student,50676.52,15.83,60,1227.78,14358.35,2021-05-20,Active,722,145849.89,0.091
LOAN-1715,CUST-00361,Personal,97902.16,6.6,48,2326.26,36713.31,2022-06-27,Active,677,41876.78,0.085
LOAN-1716,CUST-00170,Auto,10631.87,7.18,36,329.16,2067.31,2022-07-28,Active,775,70484.32,0.166
LOAN-1717,CUST-00138,Personal,27812.55,16.77,120,479.33,18078.16,2022-03-27,Defaulted,702,46838.53,0.599
LOAN-1718,CUST-00459,Business,45884.69,7.12,60,911.17,26766.07,2022-11-27,Active,809,25368.31,0.276
LOAN-1719,CUST-01321,Auto,51876.37,15.86,48,1466.47,6484.55,2021-06-09,Active,703,86247.71,0.558
LOAN-1720,CUST-01471,Business,87109.47,11.51,360,863.3,56621.16,2022-04-23,Defaulted,524,61217.09,0.289
LOAN-1721,CUST-00336,Mortgage,66225.91,9.73,36,2128.54,20235.69,2022-11-19,Active,775,21448.35,0.165
LOAN-1722,CUST-00182,Mortgage,34127.84,16.45,48,975.08,14930.93,2022-09-14,Active,660,50741.67,0.514
LOAN-1723,CUST-00225,Student,13289.12,10.78,60,287.48,8637.93,2022-09-18,Defaulted,547,22732.6,0.476
LOAN-1724,CUST-01266,Personal,40460.38,7.28,24,1816.66,0.0,2022-05-26,Closed,637,241189.08,0.323
