transaction_id,customer_id,transaction_date,transaction_type,amount,product_category,region
TXN-030998,CUST-00891,2024-10-25,Deposit,23.51,Personal Loan,West
TXN-032235,CUST-00928,2024-10-25,Payment,9.44,Insurance,Central
TXN-013159,CUST-00385,2024-10-25,Transfer,17.62,Business Loan,West
TXN-049244,CUST-01416,2024-10-25,Deposit,33.62,Auto Loan,East
TXN-016698,CUST-00482,2024-10-25,Deposit,52.48,Business Loan,Central
TXN-046726,CUST-01344,2024-10-25,Payment,123.82,Credit Card,West
TXN-005697,CUST-00174,2024-10-25,Withdrawal,62.13,Mortgage,North
TXN-037426,CUST-01077,2024-10-25,Payment,81.82,Personal Loan,Central
TXN-031247,CUST-00897,2024-10-25,Interest,11.78,Insurance,North
TXN-036941,CUST-01062,2024-10-25,Deposit,52.95,Auto Loan,Central
TXN-007133,CUST-00216,2024-10-25,Deposit,58.85,Savings Account,East
TXN-011708,CUST-00347,2024-10-25,Deposit,21.58,Auto Loan,West
TXN-032711,CUST-00942,2024-10-25,Deposit,92.4,Investment Fund,East
TXN-007828,CUST-00236,2024-10-25,Transfer,159.16,Insurance,West
TXN-012506,CUST-00367,2024-10-25,Withdrawal,111.95,Savings Account,South
TXN-036651,CUST-01055,2024-10-25,Deposit,8.68,Auto Loan,East
TXN-049544,CUST-01427,2024-10-25,Payment,9.57,Auto Loan,South
TXN-034511,CUST-00993,2024-10-25,Deposit,14.83,Auto Loan,West
TXN-051515,CUST-01484,2024-10-25,Deposit,7.57,Investment Fund,West
TXN-029458,CUST-00846,2024-10-25,Payment,57.06,Auto Loan,Central
TXN-021623,CUST-00622,2024-10-25,Deposit,13.52,Personal Loan,East
TXN-000156,CUST-00005,2024-10-25,Deposit,13.08,Credit Card,Central
TXN-026495,CUST-00762,2024-10-25,Payment,9.7,Auto Loan,East
TXN-028007,CUST-00805,2024-10-25,Payment,25.8,Auto Loan,East
TXN-014273,CUST-00415,2024-10-25,Withdrawal,48.95,Insurance,South
TXN-043590,CUST-01258,2024-10-25,Payment,198.43,Credit Card,Central
TXN-013847,CUST-00405,2024-10-25,Withdrawal,153.32,Investment Fund,West
TXN-004200,CUST-00130,2024-10-25,Deposit,459.44,Investment Fund,West
TXN-010540,CUST-00310,2024-10-25,Payment,195.13,Savings Account,North
TXN-034138,CUST-00983,2024-10-25,Fee,21.35,Credit Card,East
TXN-005532,CUST-00169,2024-10-25,Transfer,51.81,Personal Loan,Central
TXN-021057,CUST-00605,2024-10-25,Transfer,68.76,Credit Card,West
TXN-034517,CUST-00993,2024-10-25,Interest,10.86,Personal Loan,West
TXN-024754,CUST-00712,2024-10-25,Deposit,46.48,Investment Fund,Central
TXN-045005,CUST-01297,2024-10-25,Payment,71.59,Business Loan,West
TXN-022716,CUST-00653,2024-10-25,Deposit,8.93,Auto Loan,Central
TXN-030200,CUST-00868,2024-10-26,Deposit,81.58,Business Loan,Central
TXN-001351,CUST-00040,2024-10-26,Transfer,4.02,Insurance,Central
TXN-045610,CUST-01315,2024-10-26,Withdrawal,61.55,Mortgage,West
TXN-030199,CUST-00868,2024-10-26,Withdrawal,66.35,Savings Account,Central
TXN-005802,CUST-00176,2024-10-26,Withdrawal,55.69,Mortgage,East
TXN-004715,CUST-00145,2024-10-26,Withdrawal,224.75,Mortgage,South
TXN-021467,CUST-00618,2024-10-26,Payment,63.44,Credit Card,East
TXN-031013,CUST-00891,2024-10-26,Transfer,184.84,Insurance,West
TXN-012895,CUST-00377,2024-10-26,Fee,191.36,Investment Fund,Central
TXN-011379,CUST-00336,2024-10-26,Withdrawal,16.14,Credit Card,East
TXN-022397,CUST-00645,2024-10-26,Payment,31.68,Investment Fund,East
TXN-039605,CUST-01143,2024-10-26,Deposit,462.97,Savings Account,North
TXN-035071,CUST-01009,2024-10-26,Deposit,2.94,Auto Loan,East
TXN-014128,CUST-00412,2024-10-26,Fee,38.49,Savings Account,West
TXN-017073,CUST-00491,2024-10-26,Deposit,15.8,Business Loan,South
TXN-045198,CUST-01303,2024-10-26,Payment,8.22,Business Loan,East
TXN-044738,CUST-01290,2024-10-26,Payment,78.52,Auto Loan,South
TXN-040194,CUST-01159,2024-10-26,Fee,42.27,Auto Loan,West
TXN-008093,CUST-00243,2024-10-26,Deposit,64.4,Personal Loan,East
TXN-039859,CUST-01151,2024-10-26,Transfer,22.12,Auto Loan,South
TXN-045113,CUST-01301,2024-10-26,Transfer,74.84,Credit Card,Central
TXN-002594,CUST-00080,2024-10-26,Withdrawal,31.26,Mortgage,Central
TXN-047387,CUST-01363,2024-10-26,Withdrawal,42.26,Business Loan,North
TXN-035154,CUST-01012,2024-10-26,Withdrawal,71.42,Credit Card,West
TXN-008392,CUST-00251,2024-10-26,Withdrawal,126.86,Savings Account,West
TXN-051894,CUST-01496,2024-10-26,Payment,31.86,Personal Loan,Central
TXN-014093,CUST-00411,2024-10-26,Payment,59.21,Insurance,West
TXN-041126,CUST-01184,2024-10-26,Deposit,14.74,Insurance,South
TXN-000235,CUST-00007,2024-10-26,Transfer,47.56,Auto Loan,South
TXN-025703,CUST-00740,2024-10-26,Transfer,24.01,Business Loan,Central
TXN-045102,CUST-01300,2024-10-26,Withdrawal,104.14,Savings Account,Central
TXN-003771,CUST-00116,2024-10-26,Withdrawal,172.09,Auto Loan,Central
TXN-029771,CUST-00855,2024-10-26,Deposit,26.96,Mortgage,North
TXN-012525,CUST-00368,2024-10-26,Withdrawal,30.67,Mortgage,South
TXN-037451,CUST-01078,2024-10-26,Deposit,38.95,Credit Card,Central
TXN-029525,CUST-00848,2024-10-26,Deposit,8.51,Investment Fund,West
TXN-010654,CUST-00313,2024-10-26,Fee,44.12,Mortgage,North
TXN-007599,CUST-00229,2024-10-26,Fee,11.24,Insurance,West
TXN-020583,CUST-00591,2024-10-26,Withdrawal,3.94,Insurance,East
TXN-051344,CUST-01478,2024-10-26,Fee,25.59,Credit Card,West
TXN-024941,CUST-00716,2024-10-26,Deposit,33.47,Investment Fund,West
TXN-020585,CUST-00591,2024-10-26,Withdrawal,2.87,Auto Loan,East
TXN-030420,CUST-00873,2024-10-26,Payment,13.18,Auto Loan,South
TXN-006118,CUST-00185,2024-10-26,Payment,12.42,Investment Fund,East
TXN-046832,CUST-01347,2024-10-26,Fee,7.7,Auto Loan,Central
TXN-048904,CUST-01407,2024-10-26,Withdrawal,17.34,Auto Loan,South
TXN-039157,CUST-01129,2024-10-26,Deposit,20.57,Credit Card,West
TXN-009076,CUST-00270,2024-10-26,Withdrawal,71.84,Personal Loan,South
TXN-047939,CUST-01381,2024-10-26,Withdrawal,391.39,Mortgage,North
TXN-038309,CUST-01104,2024-10-26,Deposit,104.45,Insurance,South
TXN-011887,CUST-00350,2024-10-26,Withdrawal,5.96,Personal Loan,Central
TXN-026444,CUST-00761,2024-10-26,Payment,301.31,Auto Loan,West
TXN-013459,CUST-00394,2024-10-26,Payment,6.46,Investment Fund,East
TXN-011125,CUST-00329,2024-10-26,Fee,21.05,Personal Loan,West
TXN-041829,CUST-01206,2024-10-26,Payment,345.3,Business Loan,West
TXN-002265,CUST-00071,2024-10-26,Transfer,36.36,Savings Account,West
TXN-024550,CUST-00705,2024-10-26,Withdrawal,151.21,Credit Card,North
TXN-033505,CUST-00967,2024-10-26,Withdrawal,17.4,Business Loan,North
TXN-014767,CUST-00429,2024-10-26,Interest,11.12,Savings Account,East
TXN-035814,CUST-01030,2024-10-26,Transfer,20.02,Mortgage,South
TXN-050736,CUST-01460,2024-10-26,Withdrawal,11.19,Business Loan,West
TXN-041089,CUST-01183,2024-10-26,Fee,20.67,Investment Fund,South
TXN-030204,CUST-00868,2024-10-26,Interest,34.71,Business Loan,Central
TXN-028556,CUST-00820,2024-10-26,Fee,3.72,Credit Card,East
TXN-022679,CUST-00652,2024-10-26,Withdrawal,37.69,Investment Fund,Central
TXN-026744,CUST-00768,2024-10-26,Fee,49.06,Savings Account,East
TXN-024740,CUST-00712,2024-10-26,Withdrawal,22.01,Credit Card,Central
TXN-046731,CUST-01344,2024-10-26,Fee,4.22,Insurance,West
TXN-036162,CUST-01038,2024-10-26,Deposit,7.16,Auto Loan,North
TXN-043435,CUST-01253,2024-10-26,Deposit,13.63,Investment Fund,Central
TXN-046811,CUST-01346,2024-10-26,Interest,3.92,Insurance,West
TXN-037923,CUST-01092,2024-10-26,Payment,17.67,Savings Account,North
TXN-028286,CUST-00811,2024-10-26,Fee,26.13,Savings Account,Central
TXN-006798,CUST-00207,2024-10-26,Deposit,201.26,Credit Card,East
TXN-031159,CUST-00895,2024-10-26,Payment,3.37,Savings Account,West
TXN-017775,CUST-00510,2024-10-26,Withdrawal,32.47,Personal Loan,North
TXN-006967,CUST-00212,2024-10-26,Withdrawal,28.52,Personal Loan,South
TXN-004995,CUST-00155,2024-10-26,Deposit,7.9,Insurance,North
TXN-026566,CUST-00764,2024-10-26,Payment,29.87,Mortgage,North
TXN-028632,CUST-00823,2024-10-26,Payment,19.02,Personal Loan,West
TXN-024993,CUST-00718,2024-10-26,Deposit,46.66,Investment Fund,Central
TXN-019972,CUST-00571,2024-10-26,Fee,7.04,Credit Card,West
TXN-050808,CUST-01462,2024-10-26,Payment,250.77,Auto Loan,South
TXN-022190,CUST-00638,2024-10-26,Withdrawal,56.98,Personal Loan,South
TXN-035698,CUST-01027,2024-10-26,Deposit,1123.78,Investment Fund,South
TXN-020684,CUST-00593,2024-10-26,Deposit,128.46,Insurance,North
TXN-029001,CUST-00833,2024-10-26,Withdrawal,55.52,Personal Loan,East
TXN-012122,CUST-00357,2024-10-26,Deposit,0.87,Investment Fund,West
TXN-019151,CUST-00549,2024-10-26,Payment,25.33,Credit Card,Central
TXN-028963,CUST-00832,2024-10-26,Deposit,7.44,Business Loan,West
TXN-033730,CUST-00972,2024-10-26,Deposit,47.67,Credit Card,Central
TXN-050900,CUST-01464,2024-10-26,Deposit,20.13,Auto Loan,South
TXN-023228,CUST-00668,2024-10-26,Deposit,86.88,Investment Fund,South
TXN-027590,CUST-00792,2024-10-27,Deposit,83.54,Insurance,Central
TXN-007337,CUST-00222,2024-10-27,Fee,119.26,Insurance,East
TXN-032580,CUST-00938,2024-10-27,Payment,5.5,Auto Loan,Central
TXN-013901,CUST-00406,2024-10-27,Deposit,35.36,Savings Account,Central
TXN-039975,CUST-01154,2024-10-27,Withdrawal,74.16,Mortgage,East
TXN-018016,CUST-00517,2024-10-27,Transfer,21.72,Personal Loan,Central
TXN-015192,CUST-00443,2024-10-27,Payment,149.35,Mortgage,North
TXN-002966,CUST-00092,2024-10-27,Fee,18.35,Mortgage,North
TXN-007955,CUST-00239,2024-10-27,Deposit,91.2,Savings Account,North
TXN-036486,CUST-01050,2024-10-27,Deposit,83.15,Savings Account,West
TXN-030629,CUST-00881,2024-10-27,Withdrawal,5.47,Insurance,North
TXN-043947,CUST-01268,2024-10-27,Transfer,23.97,Business Loan,West
TXN-000985,CUST-00029,2024-10-27,Withdrawal,6.03,Personal Loan,Central
TXN-001198,CUST-00037,2024-10-27,Interest,45.39,Business Loan,East
TXN-025974,CUST-00748,2024-10-27,Fee,12.39,Savings Account,Central
TXN-033321,CUST-00961,2024-10-27,Transfer,4.08,Mortgage,South
TXN-034744,CUST-00999,2024-10-27,Deposit,46.75,Insurance,East
TXN-036616,CUST-01054,2024-10-27,Withdrawal,18.59,Savings Account,West
TXN-005043,CUST-00156,2024-10-27,Fee,25.82,Business Loan,Central
TXN-010293,CUST-00304,2024-10-27,Deposit,9.34,Credit Card,North
TXN-030730,CUST-00884,2024-10-27,Withdrawal,13.27,Business Loan,North
TXN-031497,CUST-00906,2024-10-27,Payment,63.56,Auto Loan,North
TXN-022825,CUST-00657,2024-10-27,Transfer,7.66,Investment Fund,North
TXN-023585,CUST-00679,2024-10-27,Payment,28.49,Auto Loan,West
TXN-026862,CUST-00771,2024-10-27,Withdrawal,5.71,Personal Loan,North
TXN-004127,CUST-00126,2024-10-27,Withdrawal,13.13,Investment Fund,North
TXN-023024,CUST-00663,2024-10-27,Deposit,71.94,Credit Card,East
TXN-025252,CUST-00726,2024-10-27,Withdrawal,24.73,Business Loan,Central
TXN-045568,CUST-01314,2024-10-27,Deposit,9.76,Auto Loan,East
TXN-046479,CUST-01338,2024-10-27,Deposit,34.72,Auto Loan,Central
TXN-040215,CUST-01159,2024-10-27,Payment,25.69,Personal Loan,West
TXN-015471,CUST-00449,2024-10-27,Interest,100.43,Business Loan,Central
TXN-002414,CUST-00075,2024-10-27,Fee,183.18,Insurance,North
TXN-031521,CUST-00906,2024-10-27,Transfer,1.35,Credit Card,North
TXN-008098,CUST-00243,2024-10-27,Deposit,229.61,Credit Card,East
TXN-046064,CUST-01326,2024-10-27,Deposit,46.27,Credit Card,Central
TXN-023494,CUST-00677,2024-10-27,Transfer,11.26,Business Loan,West
TXN-037819,CUST-01090,2024-10-27,Deposit,17.96,Business Loan,Central
TXN-024064,CUST-00693,2024-10-27,Deposit,33.87,Business Loan,West
TXN-001072,CUST-00032,2024-10-27,Deposit,6.26,Insurance,West
TXN-031191,CUST-00895,2024-10-27,Fee,12.26,Credit Card,West
TXN-016834,CUST-00486,2024-10-27,Payment,15.14,Auto Loan,South
TXN-020800,CUST-00597,2024-10-27,Deposit,35.38,Business Loan,Central
TXN-025776,CUST-00742,2024-10-27,Withdrawal,266.86,Business Loan,South
TXN-024344,CUST-00701,2024-10-27,Transfer,24.51,Credit Card,North
TXN-039225,CUST-01132,2024-10-27,Withdrawal,10.29,Business Loan,East
TXN-020330,CUST-00582,2024-10-27,Withdrawal,17.42,Auto Loan,Central
TXN-035279,CUST-01015,2024-10-27,Payment,31.05,Auto Loan,West
TXN-030388,CUST-00873,2024-10-27,Deposit,121.62,Auto Loan,South
TXN-001484,CUST-00044,2024-10-27,Withdrawal,3.86,Savings Account,West
TXN-023817,CUST-00686,2024-10-27,Interest,21.85,Insurance,West
TXN-014491,CUST-00421,2024-10-27,Deposit,78.01,Personal Loan,North
TXN-009772,CUST-00290,2024-10-27,Fee,167.45,Auto Loan,North
TXN-000828,CUST-00024,2024-10-27,Withdrawal,31.68,Personal Loan,Central
TXN-045909,CUST-01323,2024-10-27,Deposit,42.76,Personal Loan,East
TXN-026835,CUST-00771,2024-10-27,Transfer,142.03,Credit Card,North
TXN-009666,CUST-00286,2024-10-27,Deposit,34.53,Mortgage,West
TXN-034778,CUST-01000,2024-10-27,Withdrawal,107.19,Mortgage,Central
TXN-018897,CUST-00542,2024-10-27,Deposit,154.9,Investment Fund,North
TXN-011473,CUST-00339,2024-10-27,Transfer,18.58,Business Loan,North
TXN-015946,CUST-00460,2024-10-27,Transfer,1346.59,Business Loan,East
TXN-008780,CUST-00261,2024-10-27,Fee,14.68,Personal Loan,East
TXN-000525,CUST-00015,2024-10-27,Withdrawal,101.85,Auto Loan,North
TXN-031365,CUST-00902,2024-10-27,Deposit,53.58,Credit Card,East
TXN-001892,CUST-00058,2024-10-27,Withdrawal,145.2,Business Loan,Central
TXN-017179,CUST-00495,2024-10-27,Deposit,23.18,Insurance,West
TXN-028799,CUST-00827,2024-10-27,Payment,51.1,Insurance,South
TXN-021899,CUST-00629,2024-10-27,Fee,50.79,Insurance,West
TXN-028135,CUST-00808,2024-10-27,Transfer,2.85,Insurance,South
TXN-030891,CUST-00887,2024-10-27,Fee,114.52,Business Loan,Central
TXN-015811,CUST-00457,2024-10-28,Deposit,14.18,Auto Loan,Central
TXN-034785,CUST-01000,2024-10-28,Withdrawal,17.56,Investment Fund,Central
TXN-033779,CUST-00973,2024-10-28,Interest,44.01,Savings Account,North
TXN-049891,CUST-01437,2024-10-28,Deposit,16.6,Personal Loan,East
TXN-029575,CUST-00849,2024-10-28,Payment,14.2,Credit Card,East
TXN-031199,CUST-00895,2024-10-28,Payment,25.27,Mortgage,West
TXN-022625,CUST-00650,2024-10-28,Transfer,27.79,Business Loan,South
TXN-031846,CUST-00916,2024-10-28,Withdrawal,731.93,Insurance,North
TXN-038585,CUST-01112,2024-10-28,Payment,66.86,Savings Account,Central
TXN-032721,CUST-00942,2024-10-28,Deposit,131.86,Personal Loan,East
TXN-023029,CUST-00663,2024-10-28,Payment,149.14,Insurance,East
TXN-028431,CUST-00816,2024-10-28,Deposit,18.33,Credit Card,South
TXN-007923,CUST-00238,2024-10-28,Deposit,3.76,Savings Account,Central
TXN-047759,CUST-01375,2024-10-28,Interest,19.27,Insurance,Central
TXN-031343,CUST-00901,2024-10-28,Deposit,28.67,Auto Loan,South
TXN-047778,CUST-01375,2024-10-28,Fee,325.67,Personal Loan,Central
TXN-009365,CUST-00277,2024-10-28,Withdrawal,12.41,Credit Card,South
TXN-018820,CUST-00540,2024-10-28,Deposit,15.86,Investment Fund,Central
TXN-023803,CUST-00685,2024-10-28,Fee,4.13,Credit Card,East
TXN-008670,CUST-00258,2024-10-28,Fee,69.95,Auto Loan,West
TXN-028525,CUST-00818,2024-10-28,Deposit,7.51,Investment Fund,Central
TXN-028835,CUST-00829,2024-10-28,Transfer,94.55,Mortgage,South
TXN-014790,CUST-00430,2024-10-28,Withdrawal,6.5,Insurance,North
TXN-047553,CUST-01368,2024-10-28,Deposit,13.78,Investment Fund,North
TXN-041991,CUST-01211,2024-10-28,Payment,49.16,Personal Loan,West
TXN-013060,CUST-00383,2024-10-28,Payment,50.19,Savings Account,South
TXN-021904,CUST-00629,2024-10-28,Deposit,75.99,Auto Loan,West
TXN-003966,CUST-00122,2024-10-28,Withdrawal,16.3,Investment Fund,East
TXN-037327,CUST-01072,2024-10-28,Transfer,71.86,Personal Loan,South
TXN-050784,CUST-01461,2024-10-28,Withdrawal,30.05,Mortgage,Central
TXN-039349,CUST-01135,2024-10-28,Payment,186.04,Auto Loan,Central
TXN-041107,CUST-01183,2024-10-28,Interest,21.39,Investment Fund,South
TXN-039353,CUST-01135,2024-10-28,Fee,84.74,Auto Loan,Central
TXN-051138,CUST-01473,2024-10-28,Payment,27.72,Business Loan,East
TXN-010463,CUST-00308,2024-10-28,Transfer,21.14,Mortgage,East
TXN-037705,CUST-01086,2024-10-28,Deposit,23.81,Auto Loan,South
TXN-035436,CUST-01021,2024-10-28,Transfer,62.41,Auto Loan,Central
TXN-032263,CUST-00929,2024-10-28,Transfer,36.59,Investment Fund,North
TXN-035576,CUST-01024,2024-10-28,Deposit,9.39,Personal Loan,South
TXN-019612,CUST-00561,2024-10-28,Payment,343.56,Business Loan,West
TXN-014661,CUST-00426,2024-10-28,Transfer,16.14,Business Loan,South
TXN-029861,CUST-00857,2024-10-28,Payment,22.93,Savings Account,North
TXN-000951,CUST-00028,2024-10-28,Withdrawal,4.21,Personal Loan,Central
TXN-017173,CUST-00494,2024-10-28,Payment,21.86,Insurance,East
TXN-000871,CUST-00026,2024-10-28,Fee,554.97,Auto Loan,North
TXN-047920,CUST-01380,2024-10-28,Transfer,40.9,Auto Loan,East
TXN-037555,CUST-01081,2024-10-28,Payment,5.7,Mortgage,Central
TXN-023870,CUST-00687,2024-10-28,Transfer,7.91,Investment Fund,East
TXN-031358,CUST-00902,2024-10-28,Withdrawal,66.25,Business Loan,East
TXN-030953,CUST-00889,2024-10-28,Transfer,35.08,Savings Account,West
TXN-006884,CUST-00209,2024-10-28,Payment,149.75,Credit Card,Central
TXN-036123,CUST-01037,2024-10-28,Payment,4.79,Mortgage,East
TXN-008510,CUST-00253,2024-10-28,Withdrawal,91.19,Savings Account,Central
TXN-028645,CUST-00823,2024-10-28,Transfer,85.13,Savings Account,West
TXN-032146,CUST-00926,2024-10-28,Withdrawal,86.32,Credit Card,Central
TXN-012761,CUST-00373,2024-10-28,Transfer,76.63,Business Loan,West
TXN-047860,CUST-01378,2024-10-28,Fee,23.88,Investment Fund,East
TXN-044997,CUST-01297,2024-10-28,Deposit,137.55,Auto Loan,West
TXN-036016,CUST-01034,2024-10-28,Deposit,75.11,Mortgage,North
TXN-043116,CUST-01244,2024-10-28,Transfer,30.94,Business Loan,West
TXN-024410,CUST-00703,2024-10-28,Withdrawal,51.48,Insurance,East
TXN-017531,CUST-00503,2024-10-28,Deposit,122.66,Savings Account,North
TXN-048655,CUST-01401,2024-10-29,Payment,30.81,Insurance,South
TXN-043445,CUST-01253,2024-10-29,Deposit,114.72,Insurance,Central
TXN-027158,CUST-00781,2024-10-29,Payment,23.55,Personal Loan,Central
TXN-013592,CUST-00398,2024-10-29,Deposit,25.23,Personal Loan,East
TXN-001703,CUST-00051,2024-10-29,Deposit,320.0,Investment Fund,South
TXN-005743,CUST-00175,2024-10-29,Transfer,56.48,Business Loan,West
TXN-003393,CUST-00103,2024-10-29,Withdrawal,8.07,Mortgage,East
TXN-016020,CUST-00462,2024-10-29,Transfer,453.75,Credit Card,South
TXN-049218,CUST-01416,2024-10-29,Deposit,22.72,Personal Loan,East
TXN-027575,CUST-00792,2024-10-29,Payment,115.86,Credit Card,Central
TXN-011072,CUST-00327,2024-10-29,Deposit,17.47,Personal Loan,East
TXN-007113,CUST-00215,2024-10-29,Interest,102.9,Business Loan,West
TXN-048284,CUST-01391,2024-10-29,Interest,101.21,Mortgage,South
TXN-010824,CUST-00319,2024-10-29,Payment,30.01,Auto Loan,North
TXN-015999,CUST-00461,2024-10-29,Fee,130.56,Auto Loan,South
TXN-012255,CUST-00359,2024-10-29,Withdrawal,10.48,Credit Card,West
TXN-044224,CUST-01276,2024-10-29,Payment,33.71,Mortgage,South
TXN-032517,CUST-00937,2024-10-29,Transfer,2.79,Personal Loan,East
TXN-023062,CUST-00664,2024-10-29,Fee,158.6,Credit Card,West
TXN-045617,CUST-01315,2024-10-29,Deposit,26.15,Business Loan,West
TXN-041090,CUST-01183,2024-10-29,Interest,60.7,Savings Account,South
TXN-016295,CUST-00469,2024-10-29,Interest,93.97,Investment Fund,East
TXN-039554,CUST-01141,2024-10-29,Withdrawal,6.13,Savings Account,South
TXN-000389,CUST-00011,2024-10-29,Payment,119.71,Savings Account,West
TXN-041915,CUST-01209,2024-10-29,Deposit,65.97,Mortgage,East
TXN-028161,CUST-00809,2024-10-29,Withdrawal,10.07,Business Loan,North
TXN-016616,CUST-00480,2024-10-29,Withdrawal,9.67,Personal Loan,North
TXN-030553,CUST-00878,2024-10-29,Payment,50.62,Credit Card,Central
TXN-036141,CUST-01038,2024-10-29,Withdrawal,32.24,Savings Account,North
TXN-009585,CUST-00283,2024-10-29,Withdrawal,87.92,Personal Loan,East
TXN-028945,CUST-00831,2024-10-29,Payment,128.79,Insurance,East
TXN-026320,CUST-00757,2024-10-29,Interest,9.83,Business Loan,West
TXN-050766,CUST-01461,2024-10-29,Deposit,141.34,Mortgage,Central
TXN-004849,CUST-00148,2024-10-29,Deposit,4.61,Auto Loan,West
TXN-050703,CUST-01459,2024-10-29,Interest,1.78,Mortgage,Central
TXN-021329,CUST-00614,2024-10-29,Transfer,7.21,Business Loan,North
TXN-016814,CUST-00485,2024-10-29,Deposit,17.86,Auto Loan,North
TXN-046279,CUST-01333,2024-10-29,Withdrawal,11.67,Auto Loan,East
TXN-021317,CUST-00614,2024-10-29,Payment,52.08,Mortgage,North
TXN-012112,CUST-00357,2024-10-29,Withdrawal,40.15,Mortgage,West
TXN-019536,CUST-00559,2024-10-29,Withdrawal,46.62,Savings Account,Central
TXN-050555,CUST-01456,2024-10-29,Payment,65.14,Mortgage,South
TXN-002686,CUST-00084,2024-10-29,Transfer,74.69,Savings Account,Central
TXN-016372,CUST-00471,2024-10-29,Transfer,152.63,Credit Card,North
TXN-025657,CUST-00739,2024-10-29,Payment,149.45,Auto Loan,East
TXN-029701,CUST-00853,2024-10-29,Payment,38.49,Savings Account,South
TXN-023403,CUST-00673,2024-10-29,Payment,29.18,Personal Loan,North
TXN-004588,CUST-00142,2024-10-29,Fee,490.2,Savings Account,Central
TXN-049576,CUST-01428,2024-10-29,Transfer,51.03,Credit Card,North
TXN-007950,CUST-00239,2024-10-29,Interest,75.59,Business Loan,North
TXN-010573,CUST-00311,2024-10-29,Interest,15.12,Insurance,Central
TXN-035147,CUST-01012,2024-10-29,Withdrawal,20.47,Personal Loan,West
TXN-021722,CUST-00625,2024-10-29,Transfer,21.47,Credit Card,East
TXN-047031,CUST-01351,2024-10-29,Withdrawal,173.37,Savings Account,East
TXN-023611,CUST-00680,2024-10-29,Payment,3.44,Business Loan,North
TXN-026033,CUST-00750,2024-10-29,Withdrawal,16.53,Investment Fund,Central
TXN-025692,CUST-00740,2024-10-29,Payment,3.44,Auto Loan,Central
TXN-024602,CUST-00707,2024-10-29,Payment,114.56,Savings Account,Central
TXN-026052,CUST-00751,2024-10-29,Payment,49.65,Business Loan,South
TXN-031895,CUST-00918,2024-10-29,Deposit,126.64,Investment Fund,East
TXN-047098,CUST-01353,2024-10-29,Withdrawal,28.39,Savings Account,Central
TXN-025331,CUST-00728,2024-10-30,Withdrawal,118.13,Credit Card,Central
TXN-000646,CUST-00018,2024-10-30,Deposit,2.21,Business Loan,South
TXN-038389,CUST-01107,2024-10-30,Payment,9.36,Insurance,South
TXN-018731,CUST-00538,2024-10-30,Payment,17.7,Personal Loan,East
TXN-008224,CUST-00247,2024-10-30,Payment,42.3,Investment Fund,West
TXN-046220,CUST-01331,2024-10-30,Deposit,19.32,Investment Fund,West
TXN-009599,CUST-00284,2024-10-30,Payment,19.71,Mortgage,East
TXN-018770,CUST-00539,2024-10-30,Payment,22.41,Mortgage,West
TXN-047869,CUST-01379,2024-10-30,Payment,67.06,Credit Card,West
TXN-023160,CUST-00666,2024-10-30,Withdrawal,10.88,Business Loan,North
TXN-011555,CUST-00341,2024-10-30,Interest,116.99,Auto Loan,Central
TXN-013295,CUST-00390,2024-10-30,Payment,34.2,Investment Fund,South
TXN-038799,CUST-01117,2024-10-30,Withdrawal,29.17,Credit Card,North
TXN-015072,CUST-00439,2024-10-30,Withdrawal,18.58,Savings Account,East
TXN-031279,CUST-00899,2024-10-30,Transfer,10.97,Credit Card,North
TXN-042855,CUST-01236,2024-10-30,Transfer,25.83,Personal Loan,East
TXN-018237,CUST-00524,2024-10-30,Payment,9.52,Investment Fund,Central
TXN-038743,CUST-01116,2024-10-30,Deposit,12.68,Business Loan,Central
TXN-028393,CUST-00814,2024-10-30,Transfer,49.85,Auto Loan,Central
TXN-030054,CUST-00864,2024-10-30,Deposit,12.9,Insurance,North
TXN-020789,CUST-00597,2024-10-30,Transfer,3.99,Credit Card,Central
TXN-015242,CUST-00444,2024-10-30,Transfer,21.34,Savings Account,Central
TXN-036856,CUST-01060,2024-10-30,Payment,13.46,Insurance,North
TXN-009694,CUST-00287,2024-10-30,Interest,10.35,Savings Account,North
TXN-037164,CUST-01068,2024-10-30,Withdrawal,21.57,Auto Loan,Central
TXN-044281,CUST-01278,2024-10-30,Deposit,14.56,Credit Card,East
TXN-048649,CUST-01401,2024-10-30,Withdrawal,13.49,Insurance,South
TXN-001476,CUST-00044,2024-10-30,Deposit,85.11,Insurance,West
TXN-008128,CUST-00244,2024-10-30,Deposit,39.53,Personal Loan,West
TXN-039913,CUST-01152,2024-10-30,Payment,33.67,Credit Card,East
TXN-035178,CUST-01013,2024-10-30,Payment,95.66,Mortgage,South
TXN-045062,CUST-01298,2024-10-30,Payment,11.08,Investment Fund,North
TXN-031809,CUST-00916,2024-10-30,Transfer,15.06,Personal Loan,North
TXN-018528,CUST-00533,2024-10-30,Withdrawal,25.14,Mortgage,East
TXN-037537,CUST-01081,2024-10-30,Transfer,29.68,Insurance,Central
TXN-017332,CUST-00498,2024-10-30,Interest,32.19,Savings Account,East
TXN-022383,CUST-00644,2024-10-30,Withdrawal,107.07,Insurance,South
TXN-021752,CUST-00625,2024-10-30,Deposit,28.12,Business Loan,East
TXN-051921,CUST-01497,2024-10-30,Payment,19.91,Savings Account,Central
